BudgetPeriod,Budget Amount,BudgetYear,Customer Number,textBudgetPeriod
6041,11,6194.55,2008,10007123,Nov
6042,11,6268.12,2008,10022978,Nov
6043,11,6425.25,2008,10025248,Nov
6044,11,6450.93,2008,10002765,Nov
6045,11,6461.93,2008,10022687,Nov
6046,11,6565.21,2008,10020915,Nov
6047,11,6599.25,2008,10021107,Nov
6048,11,6810.12,2008,10000460,Nov
6049,11,6906.87,2008,10006917,Nov
6050,11,6921.94,2008,10020909,Nov
6051,11,6929.35,2008,10013341,Nov
6052,11,7199.17,2008,10020192,Nov
6053,11,7385.3,2008,10022750,Nov
6054,11,7508.2,2008,10025269,Nov
6055,11,7554.19,2008,10025552,Nov
6056,11,7593.49,2008,10013899,Nov
6057,11,7809.85,2008,10000458,Nov
6058,11,8050.23,2008,10025239,Nov
6059,11,8194.69,2008,10020962,Nov
6060,11,8458.57,2008,10010882,Nov
6061,11,8756.41,2008,10024248,Nov
6062,11,8770.4,2008,10020491,Nov
6063,11,8815.29,2008,10019678,Nov
6064,11,8868.9,2008,10021297,Nov
6065,11,8972.03,2008,10027583,Nov
6066,11,9151.38,2008,10025515,Nov
6067,11,9334.49,2008,10017576,Nov
6068,11,9907.19,2008,10017585,Nov
6069,11,10201.5,2008,10002240,Nov
6070,11,10306.26,2008,10021418,Nov
6071,11,10361.88,2008,10019617,Nov
6072,11,10615.85,2008,10026581,Nov
6073,11,10933.55,2008,10013765,Nov
6074,11,10961.89,2008,10000461,Nov
6075,11,11016.4,2008,10023241,Nov
6076,11,11238.5,2008,10020927,Nov
6077,11,11345.21,2008,10009643,Nov
6078,11,11737.23,2008,10018885,Nov
6079,11,11771.48,2008,10021804,Nov
6080,11,12427.13,2008,10018871,Nov
6081,11,12438.93,2008,10020445,Nov
6082,11,12972.41,2008,10016784,Nov
6083,11,13048.72,2008,10000466,Nov
6084,11,13176.61,2008,10010855,Nov
6085,11,13183.72,2008,10019900,Nov
6086,11,13517.4,2008,10021911,Nov
6087,11,13826.31,2008,10025037,Nov
6088,11,13863.74,2008,10025758,Nov
6089,11,14190.19,2008,10014779,Nov
6090,11,14244.43,2008,10025284,Nov
6091,11,14913.21,2008,10025778,Nov
6092,11,15137.4,2008,10011842,Nov
6093,11,15364.34,2008,10011093,Nov
6094,11,15405.03,2008,10008593,Nov
6095,11,15557.18,2008,10025300,Nov
6096,11,16155.3,2008,10007253,Nov
6097,11,16264.45,2008,10025299,Nov
6098,11,16411.95,2008,10018665,Nov
6099,11,17407.36,2008,10020864,Nov
6100,11,18157.77,2008,10024725,Nov
6101,11,18313.83,2008,10005236,Nov
6102,11,18333.68,2008,10002136,Nov
6103,11,19204.34,2008,10021668,Nov
6104,11,19719.96,2008,10025302,Nov
6105,11,20672.36,2008,10026868,Nov
6106,11,20716.68,2008,10015275,Nov
6107,11,21393.62,2008,10021936,Nov
6108,11,24317.74,2008,10020639,Nov
6109,11,24770.08,2008,10013670,Nov
6110,11,24819.41,2008,10021459,Nov
6111,11,25218.65,2008,10015325,Nov
6112,11,25703.47,2008,10009679,Nov
6113,11,25703.57,2008,10024010,Nov
6114,11,26212.47,2008,10024246,Nov
6115,11,26395.98,2008,10020868,Nov
6116,11,26727.93,2008,10002140,Nov
6117,11,27642.07,2008,10027356,Nov
6118,11,29046.79,2008,10025062,Nov
6119,11,29126.76,2008,10020364,Nov
6120,11,30109.33,2008,10027572,Nov
6121,11,30593.79,2008,10011546,Nov
6122,11,30965.66,2008,10019150,Nov
6123,11,34225.82,2008,10026299,Nov
6124,11,37562.84,2008,10000502,Nov
6125,11,37716.46,2008,10019942,Nov
6126,11,40674.01,2008,10026268,Nov
6127,11,42736.33,2008,10000472,Nov
6128,11,44811.64,2008,10019664,Nov
6129,11,44861.76,2008,10013509,Nov
6130,11,46063.69,2008,10026291,Nov
6131,11,48834.5,2008,10023489,Nov
6132,11,50586.5,2008,10020193,Nov
6133,11,51620.68,2008,10011623,Nov
6134,11,51931.36,2008,10021222,Nov
6135,11,53926.59,2008,10010923,Nov
6136,11,59690.66,2008,10007536,Nov
6137,11,60188.39,2008,10005006,Nov
6138,11,60645.09,2008,10025063,Nov
6139,11,62786.45,2008,10021203,Nov
6140,11,66507.75,2008,10024022,Nov
6141,11,68847.84,2008,10018363,Nov
6142,11,71771.46,2008,10008602,Nov
6143,11,73580.36,2008,10027381,Nov
6144,11,74060.48,2008,10014471,Nov
6145,11,75035.17,2008,10022167,Nov
6146,11,81970.7,2008,10008381,Nov
6147,11,94805.45,2008,10006836,Nov
6148,11,100305.07,2008,10023275,Nov
6149,11,105141.9,2008,10017638,Nov
6150,11,109778.52,2008,10025575,Nov
6151,11,110930.7,2008,10025291,Nov
6152,11,111038.71,2008,10024270,Nov
6153,11,115245.6,2008,10011979,Nov
6154,11,117886.36,2008,10025238,Nov
6155,11,119816.44,2008,10020663,Nov
6156,11,140912.41,2008,10009653,Nov
6157,11,142965.98,2008,10019066,Nov
6158,11,167588.71,2008,10024999,Nov
6159,11,178336.35,2008,10015789,Nov
6160,11,182192.22,2008,10010935,Nov
6161,11,185476.72,2008,10002161,Nov
6162,11,354735.07,2008,10023471,Nov
6163,11,540996.2,2008,10002154,Nov
6164,11,593891.47,2008,10006919,Nov
6165,11,1091727.36,2008,10025039,Nov
6166,11,0.0,2008,10015325,Nov
6167,11,0.0,2008,10025305,Nov
6168,11,0.0,2008,10025269,Nov
6169,11,0.0,2008,10000455,Nov
6170,11,0.0,2008,10022755,Nov
6171,11,0.0,2008,10017072,Nov
6172,11,0.0,2008,10014495,Nov
6173,11,0.0,2008,10018352,Nov
6174,11,0.0,2008,10020445,Nov
6175,11,0.0,2008,10023275,Nov
6176,11,0.0,2008,10021185,Nov
6177,11,0.0,2008,10019900,Nov
6178,11,0.0,2008,10008593,Nov
6179,11,0.0,2008,10010698,Nov
6180,11,0.0,2008,10023471,Nov
6181,11,0.0,2008,10023516,Nov
6182,11,0.0,2008,10022167,Nov
6183,11,0.0,2008,10027381,Nov
6184,11,0.0,2008,10011981,Nov
6185,11,0.0,2008,10006093,Nov
6186,11,0.0,2008,10003749,Nov
6187,11,0.0,2008,10004255,Nov
6188,11,0.0,2008,10026581,Nov
6189,11,0.0,2008,10025284,Nov
6190,11,0.0,2008,10023489,Nov
6191,11,0.0,2008,10019678,Nov
6192,11,0.0,2008,10026522,Nov
6193,11,0.0,2008,10025287,Nov
6194,11,0.0,2008,10016564,Nov
6195,11,0.0,2008,10020639,Nov
6196,11,0.0,2008,10007591,Nov
6197,11,0.0,2008,10025038,Nov
6198,11,0.0,2008,10025304,Nov
6199,11,0.0,2008,10024010,Nov
6200,11,0.0,2008,10018867,Nov
6201,11,0.0,2008,10025248,Nov
6202,11,0.0,2008,10018580,Nov
6203,11,0.0,2008,10019664,Nov
6204,11,0.0,2008,10007123,Nov
6205,11,0.0,2008,10026078,Nov
6206,11,0.0,2008,10000466,Nov
6207,11,0.0,2008,10019388,Nov
6208,11,0.0,2008,10020663,Nov
6209,11,0.0,2008,10017852,Nov
6210,11,0.0,2008,10025778,Nov
6211,11,0.0,2008,10013188,Nov
6212,11,0.0,2008,10015275,Nov
6213,11,0.0,2008,10020662,Nov
6214,11,0.0,2008,10017553,Nov
6215,11,0.0,2008,10010935,Nov
6216,11,0.0,2008,10007566,Nov
6217,11,0.0,2008,10021179,Nov
6218,11,0.0,2008,10008134,Nov
6219,11,0.0,2008,10009633,Nov
6220,11,0.0,2008,10025251,Nov
6221,11,0.0,2008,10022750,Nov
6222,11,0.0,2008,10022456,Nov
6223,11,0.0,2008,10021222,Nov
6224,11,0.0,2008,10015011,Nov
6225,11,0.0,2008,10021139,Nov
6226,11,0.0,2008,10019909,Nov
6227,11,0.0,2008,10022490,Nov
6228,11,0.0,2008,10025036,Nov
6229,11,0.0,2008,10020915,Nov
6230,11,0.0,2008,10022470,Nov
6231,11,0.0,2008,10026299,Nov
6232,11,0.0,2008,10009653,Nov
6233,11,0.0,2008,10023964,Nov
6234,11,0.0,2008,10027119,Nov
6235,11,0.0,2008,10026606,Nov
6236,11,0.0,2008,10009657,Nov
6237,11,0.0,2008,10023003,Nov
6238,11,0.0,2008,10000472,Nov
6239,11,0.0,2008,10015793,Nov
6240,11,0.0,2008,10024725,Nov
6241,11,0.0,2008,10018665,Nov
6242,11,0.0,2008,10021936,Nov
6243,11,0.0,2008,10014238,Nov
6244,11,0.0,2008,10009645,Nov
6245,11,0.0,2008,10025575,Nov
6246,11,0.0,2008,10009907,Nov
6247,11,0.0,2008,10024550,Nov
6248,11,0.0,2008,10009669,Nov
6249,11,0.0,2008,10023241,Nov
6250,11,0.0,2008,10014471,Nov
6251,11,0.0,2008,10017638,Nov
6252,11,0.0,2008,10024034,Nov
6253,11,0.0,2008,10025252,Nov
6254,11,0.0,2008,10000460,Nov
6255,11,0.0,2008,10021986,Nov
6256,11,0.0,2008,10022962,Nov
6257,11,0.0,2008,10016549,Nov
6258,11,0.0,2008,10002244,Nov
6259,11,0.0,2008,10024270,Nov
6260,11,0.0,2008,10025237,Nov
6261,11,0.0,2008,10007121,Nov
6262,11,0.0,2008,10025791,Nov
6263,11,0.0,2008,10027370,Nov
6264,11,0.0,2008,10002765,Nov
6265,11,0.0,2008,10012425,Nov
6266,11,0.0,2008,10025264,Nov
6267,11,0.0,2008,10019410,Nov
6268,11,0.0,2008,10005006,Nov
6269,11,0.0,2008,10026294,Nov
6270,11,0.0,2008,10025032,Nov
6271,11,0.0,2008,10019942,Nov
6272,11,0.0,2008,10020192,Nov
6273,11,0.0,2008,10002506,Nov
6274,11,0.0,2008,10000461,Nov
6275,11,0.0,2008,10022687,Nov
6276,11,0.0,2008,10012422,Nov
6277,11,0.0,2008,10024016,Nov
6278,11,0.0,2008,10020962,Nov
6279,11,0.0,2008,10009652,Nov
6280,11,0.0,2008,10011979,Nov
6281,11,0.0,2008,10021736,Nov
6282,11,0.0,2008,10020449,Nov
6283,11,0.0,2008,10026868,Nov
6284,11,0.0,2008,10024248,Nov
6285,11,0.0,2008,10021911,Nov
6286,11,0.0,2008,10020927,Nov
6287,11,0.0,2008,10023538,Nov
6288,11,0.0,2008,10009356,Nov
6289,11,0.0,2008,10025022,Nov
6290,11,0.0,2008,10013238,Nov
6291,11,0.0,2008,10021223,Nov
6292,11,0.0,2008,10018871,Nov
6293,11,0.0,2008,10025063,Nov
6294,11,0.0,2008,10020184,Nov
6295,11,0.0,2008,10025241,Nov
6296,11,0.0,2008,10025024,Nov
6297,11,0.0,2008,10021184,Nov
6298,11,0.0,2008,10009623,Nov
6299,11,0.0,2008,10002746,Nov
6300,11,0.0,2008,10024999,Nov
6301,11,0.0,2008,10007268,Nov
6302,11,0.0,2008,10006805,Nov
6303,11,0.0,2008,10013252,Nov
6304,11,0.0,2008,10016303,Nov
6305,11,0.0,2008,10011724,Nov
6306,11,0.0,2008,10021575,Nov
6307,11,0.0,2008,10020256,Nov
6308,11,0.0,2008,10018890,Nov
6309,11,0.0,2008,10024246,Nov
6310,11,0.0,2008,10025039,Nov
6311,11,0.0,2008,10010855,Nov
6312,11,0.0,2008,10022978,Nov
6313,11,0.0,2008,10026291,Nov
6314,11,0.0,2008,10025515,Nov
6315,11,0.0,2008,10025288,Nov
6316,11,0.0,2008,10020909,Nov
6317,11,0.0,2008,10019617,Nov
6318,11,0.0,2008,10021270,Nov
6319,11,0.0,2008,10017314,Nov
6320,11,0.0,2008,10023760,Nov
6321,11,0.0,2008,10002154,Nov
6322,11,0.0,2008,10021380,Nov
6323,11,0.0,2008,10027053,Nov
6324,11,0.0,2008,10026268,Nov
6325,11,0.0,2008,10025758,Nov
6326,11,0.0,2008,10016780,Nov
6327,11,0.0,2008,10021297,Nov
6328,11,0.0,2008,10025239,Nov
6329,11,0.0,2008,10000474,Nov
6330,11,0.0,2008,10010923,Nov
6331,11,0.0,2008,10011923,Nov
6332,11,0.0,2008,10011499,Nov
6333,11,0.0,2008,10025246,Nov
6334,11,0.0,2008,10021203,Nov
6335,11,0.0,2008,10021286,Nov
6336,11,0.0,2008,10020864,Nov
6337,11,0.0,2008,10009156,Nov
6338,11,0.0,2008,10006919,Nov
6339,11,0.0,2008,10017290,Nov
6340,11,0.0,2008,10020849,Nov
6341,11,0.0,2008,10014810,Nov
6342,11,0.0,2008,10002136,Nov
6343,11,0.0,2008,10003857,Nov
6344,11,0.0,2008,10020281,Nov
6345,11,0.0,2008,10021305,Nov
6346,11,0.0,2008,10021107,Nov
6347,11,0.0,2008,10024477,Nov
6348,11,0.0,2008,10027572,Nov
6349,11,0.0,2008,10024022,Nov
6350,11,0.0,2008,10006917,Nov
6351,11,0.0,2008,10013052,Nov
6352,11,0.0,2008,10025247,Nov
6353,11,0.0,2008,10005236,Nov
6354,11,0.0,2008,10019682,Nov
6355,11,0.0,2008,10020388,Nov
6356,11,0.0,2008,10016784,Nov
6357,11,0.0,2008,10007536,Nov
6358,11,0.0,2008,10007253,Nov
6359,11,0.0,2008,10015956,Nov
6360,11,0.0,2008,10007866,Nov
6361,11,0.0,2008,10002150,Nov
6362,11,0.0,2008,10025298,Nov
6363,11,0.0,2008,10005861,Nov
6364,11,0.0,2008,10013670,Nov
6365,11,0.0,2008,10020491,Nov
6366,11,0.0,2008,10011089,Nov
6367,11,0.0,2008,10023780,Nov
6368,11,0.0,2008,10020364,Nov
6369,11,0.0,2008,10025062,Nov
6370,11,0.0,2008,10021668,Nov
6371,11,0.0,2008,10002137,Nov
6372,11,0.0,2008,10020390,Nov
6373,11,0.0,2008,10011842,Nov
6374,11,0.0,2008,10019420,Nov
6375,11,0.0,2008,10024499,Nov
6376,11,0.0,2008,10024704,Nov
6377,11,0.0,2008,10013426,Nov
6378,11,0.0,2008,10027583,Nov
6379,11,0.0,2008,10009654,Nov
6380,11,0.0,2008,10002501,Nov
6381,11,0.0,2008,10023703,Nov
6382,11,0.0,2008,10002709,Nov
6383,11,0.0,2008,10008381,Nov
6384,11,0.0,2008,10025771,Nov
6385,11,0.0,2008,10022746,Nov
6386,11,0.0,2008,10023022,Nov
6387,11,0.0,2008,10002115,Nov
6388,11,0.0,2008,10013899,Nov
6389,11,0.0,2008,10021459,Nov
6390,11,0.0,2008,10006983,Nov
6391,11,0.0,2008,10018129,Nov
6392,11,0.0,2008,10024541,Nov
6393,11,0.0,2008,10013039,Nov
6394,11,0.0,2008,10015886,Nov
6395,11,0.0,2008,10009660,Nov
6396,11,0.0,2008,10023757,Nov
6397,11,0.0,2008,10027575,Nov
6398,11,0.0,2008,10011093,Nov
6399,11,0.0,2008,10009672,Nov
6400,11,0.0,2008,10008602,Nov
6401,11,0.0,2008,10013870,Nov
6402,11,0.0,2008,10026055,Nov
6403,11,0.0,2008,10011821,Nov
6404,11,0.0,2008,10015030,Nov
6405,11,0.0,2008,10007258,Nov
6406,11,0.0,2008,10018363,Nov
6407,11,0.0,2008,10019150,Nov
6408,11,0.0,2008,10006836,Nov
6409,11,0.0,2008,10025037,Nov
6410,11,0.0,2008,10010974,Nov
6411,11,0.0,2008,10019066,Nov
6412,11,0.0,2008,10014779,Nov
6413,11,0.0,2008,10025238,Nov
6414,11,0.0,2008,10021804,Nov
6415,11,0.0,2008,10004602,Nov
6416,11,0.0,2008,10002140,Nov
6417,11,0.0,2008,10025302,Nov
6418,11,0.0,2008,10002161,Nov
6419,11,0.0,2008,10021494,Nov
6420,11,0.0,2008,10011546,Nov
6421,11,0.0,2008,10025291,Nov
6422,11,0.0,2008,10011600,Nov
6423,11,0.0,2008,10027356,Nov
6424,11,0.0,2008,10011360,Nov
6425,11,0.0,2008,10018885,Nov
6426,11,0.0,2008,10009643,Nov
6427,11,0.0,2008,10020492,Nov
6428,11,0.0,2008,10017576,Nov
6429,11,0.0,2008,10010970,Nov
6430,11,0.0,2008,10011623,Nov
6431,11,0.0,2008,10018868,Nov
6432,11,0.0,2008,10020193,Nov
6433,11,0.0,2008,10019952,Nov
6434,11,0.0,2008,10013061,Nov
6435,11,0.0,2008,10002142,Nov
6436,11,0.0,2008,10007183,Nov
6437,11,0.0,2008,10025296,Nov
6438,11,0.0,2008,10006916,Nov
6439,11,0.0,2008,10000473,Nov
6440,11,0.0,2008,10017307,Nov
6441,11,0.0,2008,10010717,Nov
6442,11,0.0,2008,10000457,Nov
6443,11,0.0,2008,10019105,Nov
6444,11,0.0,2008,10005922,Nov
6445,11,0.0,2008,10002240,Nov
6446,11,0.0,2008,10027348,Nov
6447,11,0.0,2008,10012158,Nov
6448,11,0.0,2008,10024915,Nov
6449,11,0.0,2008,10008893,Nov
6450,11,0.0,2008,10010832,Nov
6451,11,0.0,2008,10007577,Nov
6452,11,0.0,2008,10025814,Nov
6453,11,0.0,2008,10021411,Nov
6454,11,0.0,2008,10022764,Nov
6455,11,0.0,2008,10020446,Nov
6456,11,0.0,2008,10019400,Nov
6457,11,0.0,2008,10020306,Nov
6458,11,0.0,2008,10002139,Nov
6459,11,0.0,2008,10002117,Nov
6460,11,0.0,2008,10010882,Nov
6461,11,0.0,2008,10014059,Nov
6462,11,0.0,2008,10025300,Nov
6463,11,0.0,2008,10013376,Nov
6464,11,0.0,2008,10020239,Nov
6465,11,0.0,2008,10021232,Nov
6466,12,-8552.67,2008,10017638,Dec
6467,12,-7638.21,2008,10015325,Dec
6468,12,-3053.1,2008,10013670,Dec
6469,12,-1309.7,2008,10002140,Dec
6470,12,-928.8,2008,10023513,Dec
6471,12,-557.56,2008,10024743,Dec
6472,12,-506.73,2008,10004255,Dec
6473,12,-290.94,2008,10018871,Dec
6474,12,-116.34,2008,10013899,Dec
6475,12,3.18,2008,10013472,Dec
6476,12,7.64,2008,10012422,Dec
6477,12,13.41,2008,10025791,Dec
6478,12,22.7,2008,10007258,Dec
6479,12,26.42,2008,10015030,Dec
6480,12,27.76,2008,10027370,Dec
6481,12,35.44,2008,10020962,Dec
6482,12,42.3,2008,10027348,Dec
6483,12,52.44,2008,10007120,Dec
6484,12,64.85,2008,10021380,Dec
6485,12,65.68,2008,10002137,Dec
6486,12,68.58,2008,10025038,Dec
6487,12,69.05,2008,10022978,Dec
6488,12,77.26,2008,10018628,Dec
6489,12,80.55,2008,10009654,Dec
6490,12,99.08,2008,10002142,Dec
6491,12,119.51,2008,10020239,Dec
6492,12,124.45,2008,10013252,Dec
6493,12,124.59,2008,10025250,Dec
6494,12,136.72,2008,10009657,Dec
6495,12,154.07,2008,10007564,Dec
6496,12,164.42,2008,10025771,Dec
6497,12,174.72,2008,10024704,Dec
6498,12,193.1,2008,10025021,Dec
6499,12,206.95,2008,10023759,Dec
6500,12,211.29,2008,10019909,Dec
6501,12,217.15,2008,10009642,Dec
6502,12,221.37,2008,10025304,Dec
6503,12,226.99,2008,10024499,Dec
6504,12,230.46,2008,10005138,Dec
6505,12,239.65,2008,10023703,Dec
6506,12,241.7,2008,10020192,Dec
6507,12,254.16,2008,10025237,Dec
6508,12,261.62,2008,10013039,Dec
6509,12,267.42,2008,10014810,Dec
6510,12,322.35,2008,10027053,Dec
6511,12,335.25,2008,10025288,Dec
6512,12,337.8,2008,10019502,Dec
6513,12,350.85,2008,10018890,Dec
6514,12,364.85,2008,10021270,Dec
6515,12,386.54,2008,10023516,Dec
6516,12,394.71,2008,10019469,Dec
6517,12,396.12,2008,10012158,Dec
6518,12,414.56,2008,10013232,Dec
6519,12,418.27,2008,10016780,Dec
6520,12,424.99,2008,10009156,Dec
6521,12,431.89,2008,10002501,Dec
6522,12,435.22,2008,10025495,Dec
6523,12,438.36,2008,10010974,Dec
6524,12,438.62,2008,10017314,Dec
6525,12,486.11,2008,10026078,Dec
6526,12,502.84,2008,10009662,Dec
6527,12,506.67,2008,10020662,Dec
6528,12,531.27,2008,10011089,Dec
6529,12,545.0,2008,10023003,Dec
6530,12,547.2,2008,10011923,Dec
6531,12,586.85,2008,10000472,Dec
6532,12,604.61,2008,10023757,Dec
6533,12,613.43,2008,10013765,Dec
6534,12,619.29,2008,10006093,Dec
6535,12,620.73,2008,10015886,Dec
6536,12,627.16,2008,10005861,Dec
6537,12,654.89,2008,10020388,Dec
6538,12,662.31,2008,10018352,Dec
6539,12,664.82,2008,10011546,Dec
6540,12,696.94,2008,10013870,Dec
6541,12,753.85,2008,10012226,Dec
6542,12,776.37,2008,10026581,Dec
6543,12,804.84,2008,10010698,Dec
6544,12,864.73,2008,10019420,Dec
6545,12,873.16,2008,10006916,Dec
6546,12,878.12,2008,10022746,Dec
6547,12,921.22,2008,10025251,Dec
6548,12,970.28,2008,10024016,Dec
6549,12,973.2,2008,10025583,Dec
6550,12,1034.15,2008,10020927,Dec
6551,12,1037.34,2008,10018868,Dec
6552,12,1057.17,2008,10023760,Dec
6553,12,1072.28,2008,10013127,Dec
6554,12,1117.36,2008,10018867,Dec
6555,12,1174.61,2008,10018623,Dec
6556,12,1219.43,2008,10000458,Dec
6557,12,1268.12,2008,10011360,Dec
6558,12,1343.5,2008,10021470,Dec
6559,12,1353.79,2008,10021986,Dec
6560,12,1413.67,2008,10025252,Dec
6561,12,1438.65,2008,10025515,Dec
6562,12,1439.06,2008,10025241,Dec
6563,12,1465.46,2008,10013052,Dec
6564,12,1473.38,2008,10012235,Dec
6565,12,1538.7,2008,10025249,Dec
6566,12,1543.35,2008,10007566,Dec
6567,12,1622.54,2008,10025814,Dec
6568,12,1645.06,2008,10025246,Dec
6569,12,1678.22,2008,10025300,Dec
6570,12,1798.25,2008,10020281,Dec
6571,12,1920.07,2008,10006983,Dec
6572,12,2055.9,2008,10021179,Dec
6573,12,2104.33,2008,10025299,Dec
6574,12,2105.61,2008,10018665,Dec
6575,12,2106.84,2008,10015011,Dec
6576,12,2141.63,2008,10010970,Dec
6577,12,2190.79,2008,10011600,Dec
6578,12,2273.92,2008,10020492,Dec
6579,12,2375.73,2008,10024248,Dec
6580,12,2525.38,2008,10025302,Dec
6581,12,2573.48,2008,10021175,Dec
6582,12,2679.14,2008,10013426,Dec
6583,12,2835.24,2008,10027572,Dec
6584,12,2879.19,2008,10019617,Dec
6585,12,3067.64,2008,10025287,Dec
6586,12,3182.19,2008,10017072,Dec
6587,12,3247.2,2008,10025305,Dec
6588,12,3362.21,2008,10011499,Dec
6589,12,3363.6,2008,10026055,Dec
6590,12,3405.19,2008,10020390,Dec
6591,12,3420.02,2008,10025037,Dec
6592,12,3518.55,2008,10022490,Dec
6593,12,3603.01,2008,10002746,Dec
6594,12,3646.04,2008,10022725,Dec
6595,12,3684.34,2008,10007866,Dec
6596,12,3733.44,2008,10021305,Dec
6597,12,3788.15,2008,10021575,Dec
6598,12,3799.74,2008,10003857,Dec
6599,12,3965.8,2008,10006917,Dec
6600,12,4025.3,2008,10020445,Dec
6601,12,4092.43,2008,10002150,Dec
6602,12,4159.05,2008,10005236,Dec
6603,12,4160.54,2008,10025284,Dec
6604,12,4278.66,2008,10021736,Dec
6605,12,4449.75,2008,10019388,Dec
6606,12,4786.2,2008,10017828,Dec
6607,12,4968.36,2008,10004602,Dec
6608,12,4973.03,2008,10024915,Dec
6609,12,5076.67,2008,10016549,Dec
6610,12,5088.87,2008,10002240,Dec
6611,12,5111.0,2008,10021223,Dec
6612,12,5167.44,2008,10002136,Dec
6613,12,5442.86,2008,10009660,Dec
6614,12,5446.76,2008,10015793,Dec
6615,12,5465.44,2008,10024034,Dec
6616,12,5555.91,2008,10020193,Dec
6617,12,5651.14,2008,10009643,Dec
6618,12,5962.86,2008,10025285,Dec
6619,12,6062.0,2008,10013188,Dec
6620,12,6366.88,2008,10022750,Dec
6621,12,6528.47,2008,10021107,Dec
6622,12,6868.69,2008,10013341,Dec
6623,12,7056.57,2008,10002709,Dec
6624,12,7122.73,2008,10021494,Dec
6625,12,7130.83,2008,10014238,Dec
6626,12,7265.46,2008,10025269,Dec
6627,12,7267.3,2008,10002161,Dec
6628,12,7282.64,2008,10024477,Dec
6629,12,7368.06,2008,10008134,Dec
6630,12,7446.13,2008,10013061,Dec
6631,12,7486.26,2008,10015956,Dec
6632,12,7807.05,2008,10027356,Dec
6633,12,7885.75,2008,10020909,Dec
6634,12,8369.5,2008,10011842,Dec
6635,12,9226.41,2008,10011198,Dec
6636,12,9711.61,2008,10021911,Dec
6637,12,9781.84,2008,10002765,Dec
6638,12,9818.12,2008,10011623,Dec
6639,12,9838.53,2008,10025248,Dec
6640,12,9901.45,2008,10016784,Dec
6641,12,9910.12,2008,10018129,Dec
6642,12,10008.57,2008,10000466,Dec
6643,12,10570.56,2008,10023241,Dec
6644,12,10745.4,2008,10020491,Dec
6645,12,10886.15,2008,10027583,Dec
6646,12,10916.87,2008,10022687,Dec
6647,12,11723.89,2008,10009652,Dec
6648,12,11908.99,2008,10020449,Dec
6649,12,11965.67,2008,10019913,Dec
6650,12,12276.88,2008,10021139,Dec
6651,12,12605.67,2008,10025758,Dec
6652,12,12914.55,2008,10017576,Dec
6653,12,13128.94,2008,10010855,Dec
6654,12,13222.65,2008,10021286,Dec
6655,12,13366.49,2008,10020639,Dec
6656,12,13538.61,2008,10007253,Dec
6657,12,13636.6,2008,10024022,Dec
6658,12,13993.47,2008,10020849,Dec
6659,12,14066.21,2008,10021297,Dec
6660,12,14896.28,2008,10023780,Dec
6661,12,15410.92,2008,10007591,Dec
6662,12,15941.37,2008,10018885,Dec
6663,12,15987.24,2008,10026868,Dec
6664,12,16334.49,2008,10025239,Dec
6665,12,16395.45,2008,10019410,Dec
6666,12,16599.14,2008,10025296,Dec
6667,12,16889.54,2008,10026268,Dec
6668,12,17311.66,2008,10009907,Dec
6669,12,17358.32,2008,10019150,Dec
6670,12,17523.72,2008,10014779,Dec
6671,12,17922.73,2008,10017585,Dec
6672,12,18523.97,2008,10009672,Dec
6673,12,18548.42,2008,10025062,Dec
6674,12,20534.42,2008,10024010,Dec
6675,12,20874.82,2008,10025024,Dec
6676,12,20911.25,2008,10019664,Dec
6677,12,21064.95,2008,10021936,Dec
6678,12,21397.0,2008,10027119,Dec
6679,12,21764.38,2008,10009633,Dec
6680,12,22930.5,2008,10024246,Dec
6681,12,23535.47,2008,10007123,Dec
6682,12,23742.41,2008,10023964,Dec
6683,12,24842.94,2008,10019682,Dec
6684,12,24934.92,2008,10023489,Dec
6685,12,26207.55,2008,10008593,Dec
6686,12,26238.87,2008,10025919,Dec
6687,12,27492.12,2008,10025238,Dec
6688,12,31366.37,2008,10021203,Dec
6689,12,32615.34,2008,10020864,Dec
6690,12,33199.58,2008,10005006,Dec
6691,12,33817.82,2008,10000460,Dec
6692,12,33946.09,2008,10008381,Dec
6693,12,34384.31,2008,10015275,Dec
6694,12,35088.06,2008,10024725,Dec
6695,12,36572.53,2008,10006836,Dec
6696,12,36929.92,2008,10019109,Dec
6697,12,37157.12,2008,10025778,Dec
6698,12,43002.59,2008,10026299,Dec
6699,12,46355.85,2008,10025575,Dec
6700,12,46648.6,2008,10018363,Dec
6701,12,48887.72,2008,10021459,Dec
6702,12,49724.82,2008,10023275,Dec
6703,12,51032.49,2008,10010923,Dec
6704,12,51440.18,2008,10026522,Dec
6705,12,53596.29,2008,10009679,Dec
6706,12,54826.02,2008,10014471,Dec
6707,12,62356.5,2008,10025063,Dec
6708,12,80669.61,2008,10011979,Dec
6709,12,87161.11,2008,10025291,Dec
6710,12,88187.87,2008,10027381,Dec
6711,12,90720.34,2008,10026291,Dec
6712,12,103840.48,2008,10017553,Dec
6713,12,109850.08,2008,10020364,Dec
6714,12,154747.6,2008,10007183,Dec
6715,12,157110.72,2008,10021804,Dec
6716,12,157841.53,2008,10009653,Dec
6717,12,161337.63,2008,10023471,Dec
6718,12,162373.99,2008,10020915,Dec
6719,12,171106.72,2008,10010935,Dec
6720,12,182647.51,2008,10022167,Dec
6721,12,216079.82,2008,10021222,Dec
6722,12,216842.2,2008,10024270,Dec
